Name;Type(s);Height;Weight;Abilities;Sprite Link;Official Art Link;Total Base Stats;Habitat;Color;Is Legendary;Is Mythical;HP;Attack;Defense;Special Attack;Special Defense;Speed;No Damage From;Quarter Damage From;Half Damage From;Normal Damage From;Double Damage From;Quadruple Damage From
urshifu-single-strike-gmax;fighting,dark;29 m;1000 kg;unseen-fist;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10226.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10226.png;550;Unknown;gray;true;false;100;130;100;63;60;97;psychic;dark;rock,ghost;bug;flying,fighting;fairy
urshifu-rapid-strike-gmax;fighting,water;26 m;1000 kg;unseen-fist;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10227.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10227.png;550;Unknown;gray;true;false;100;130;100;63;60;97;;;rock,bug,dark,steel,fire,water,ice;;flying,psychic,fairy,grass,electric;
toxtricity-low-key-gmax;electric,poison;24 m;1000 kg;punk-rock or minus or technician;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10228.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10228.png;502;Unknown;purple;false;false;75;98;70;114;70;75;;;flying,steel,electric,fighting,poison,bug,grass,fairy;;psychic;ground
growlithe-hisui;fire,rock;0.8 m;22.7 kg;intimidate or flash-fire or rock-head;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10229.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10229.png;350;grassland;brown;false;false;60;75;45;65;50;55;;fire;bug,ice,fairy,normal,flying,poison;steel,grass;rock,fighting;ground,water
arcanine-hisui;fire,rock;2 m;168 kg;intimidate or flash-fire or rock-head;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10230.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10230.png;555;grassland;brown;false;false;95;115;80;95;80;90;;fire;bug,ice,fairy,normal,flying,poison;steel,grass;rock,fighting;ground,water
voltorb-hisui;electric,grass;0.5 m;13 kg;soundproof or static or aftermath;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10231.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10231.png;330;urban;red;false;false;40;30;50;55;55;100;;electric;steel,water,grass;flying,ground;poison,bug,fire,ice;
electrode-hisui;electric,grass;1.2 m;71 kg;soundproof or static or aftermath;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10232.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10232.png;490;urban;red;false;false;60;50;70;80;80;150;;electric;steel,water,grass;flying,ground;poison,bug,fire,ice;
typhlosion-hisui;fire,ghost;1.6 m;69.8 kg;blaze or frisk;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10233.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10233.png;534;grassland;yellow;false;false;73;84;78;119;85;95;normal,fighting;bug;steel,fire,grass,ice,fairy,poison;;ground,rock,water,ghost,dark;
qwilfish-hisui;dark,poison;0.5 m;3.9 kg;poison-point or swift-swim or intimidate;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10234.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10234.png;440;sea;gray;false;false;65;95;85;55;55;85;;;ghost,dark,poison,grass;fighting,bug,fairy;psychic,ground;
sneasel-hisui;fighting,poison;0.9 m;27 kg;inner-focus or keen-eye or pickpocket;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10235.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10235.png;430;forest;black;false;false;55;95;55;35;75;115;;bug;rock,dark,fighting,poison,grass;fairy;flying,ground;psychic
samurott-hisui;water,dark;1.5 m;58.2 kg;torrent or sharpness;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10236.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10236.png;528;Unknown;blue;false;false;90;108;80;100;65;85;psychic;;steel,fire,water,ice,ghost,dark;;grass,electric,fighting,bug,fairy;
lilligant-hisui;grass,fighting;1.2 m;19.2 kg;chlorophyll or hustle or leaf-guard;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10237.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10237.png;480;Unknown;green;false;false;70;105;75;50;75;105;;;ground,water,grass,electric,rock,dark;bug;poison,fire,ice,psychic,fairy;flying
zorua-hisui;normal,ghost;0.7 m;12.5 kg;illusion;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10238.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10238.png;330;Unknown;gray;false;false;35;60;40;85;40;70;fighting,normal;;poison,bug;;ghost,dark;
zoroark-hisui;normal,ghost;1.6 m;73 kg;illusion;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10239.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10239.png;510;Unknown;gray;false;false;55;100;60;125;60;110;fighting,normal;;poison,bug;;ghost,dark;
braviary-hisui;psychic,flying;1.7 m;43.4 kg;keen-eye or sheer-force or tinted-lens;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10240.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10240.png;510;Unknown;red;false;false;110;83;70;112;70;65;ground;fighting;psychic,grass;bug;ghost,dark,rock,electric,ice;
sliggoo-hisui;steel,dragon;0.7 m;68.5 kg;sap-sipper or shell-armor or gooey;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10241.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10241.png;452;Unknown;purple;false;false;58;75;83;83;113;40;poison;grass;normal,flying,rock,bug,steel,psychic,water,electric;ice,dragon,fairy,fire;fighting,ground;
goodra-hisui;steel,dragon;1.7 m;334.1 kg;sap-sipper or shell-armor or gooey;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10242.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10242.png;600;Unknown;purple;false;false;80;100;100;110;150;60;poison;grass;normal,flying,rock,bug,steel,psychic,water,electric;ice,dragon,fairy,fire;fighting,ground;
avalugg-hisui;ice,rock;1.4 m;262.4 kg;strong-jaw or ice-body or sturdy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10243.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10243.png;514;Unknown;blue;false;false;95;127;184;34;36;38;;;ice,normal,flying,poison;fire;rock,ground,water,grass;fighting,steel
decidueye-hisui;grass,fighting;1.6 m;37 kg;overgrow or scrappy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10244.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10244.png;530;Unknown;brown;false;false;88;112;80;95;95;60;;;ground,water,grass,electric,rock,dark;bug;poison,fire,ice,psychic,fairy;flying
dialga-origin;steel,dragon;7 m;848.7 kg;pressure or telepathy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10245.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10245.png;680;Unknown;white;true;false;100;100;120;150;120;90;poison;grass;normal,flying,rock,bug,steel,psychic,water,electric;ice,dragon,fairy,fire;fighting,ground;
palkia-origin;water,dragon;6.3 m;659 kg;pressure or telepathy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10246.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10246.png;680;Unknown;purple;true;false;90;100;100;150;120;120;;fire,water;steel;ice,grass,electric;dragon,fairy;
basculin-white-striped;water;1 m;18 kg;rattled or adaptability or mold-breaker;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10247.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10247.png;460;Unknown;green;false;false;70;92;65;80;55;98;;;steel,fire,water,ice;;grass,electric;
basculegion-female;water,ghost;3 m;110 kg;swift-swim or adaptability or mold-breaker;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10248.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10248.png;530;Unknown;green;false;false;120;92;65;100;75;78;normal,fighting;;steel,fire,water,ice,poison,bug;;grass,electric,ghost,dark;
enamorus-therian;fairy,flying;1.6 m;48 kg;overcoat;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10249.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10249.png;580;Unknown;pink;true;false;74;115;110;135;100;46;dragon,ground;fighting,bug;dark,grass;;poison,steel,rock,electric,ice;
tauros-paldea-combat-breed;fighting;1.4 m;115 kg;intimidate or anger-point or cud-chew;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10250.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10250.png;490;grassland;brown;false;false;75;110;105;30;70;100;;;rock,bug,dark;;flying,psychic,fairy;
tauros-paldea-blaze-breed;fighting,fire;1.4 m;85 kg;intimidate or anger-point or cud-chew;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10251.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10251.png;490;grassland;brown;false;false;75;110;105;30;70;100;;bug;dark,steel,fire,grass,ice;rock,fairy;flying,psychic,ground,water;
tauros-paldea-aqua-breed;fighting,water;1.4 m;110 kg;intimidate or anger-point or cud-chew;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10252.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10252.png;490;grassland;brown;false;false;75;110;105;30;70;100;;;rock,bug,dark,steel,fire,water,ice;;flying,psychic,fairy,grass,electric;
wooper-paldea;poison,ground;0.4 m;11 kg;poison-point or water-absorb or unaware;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10253.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10253.png;210;waters-edge;blue;false;false;55;45;45;25;25;15;electric;poison;fighting,bug,fairy,rock;grass;ground,psychic,water,ice;
oinkologne-female;normal;1 m;120 kg;aroma-veil or gluttony or thick-fat;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10254.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10254.png;489;Unknown;gray;false;false;115;90;70;59;90;65;ghost;;;;fighting;
dudunsparce-three-segment;normal;4.5 m;47.4 kg;serene-grace or run-away or rattled;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10255.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10255.png;520;Unknown;yellow;false;false;125;100;80;85;75;55;ghost;;;;fighting;
palafin-hero;water;1.8 m;97.4 kg;zero-to-hero or zero-to-hero;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10256.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10256.png;650;Unknown;blue;false;false;100;160;97;106;87;100;;;steel,fire,water,ice;;grass,electric;
maushold-family-of-three;normal;0.3 m;2.8 kg;friend-guard or cheek-pouch or technician;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10257.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10257.png;470;Unknown;white;false;false;74;75;70;65;75;111;ghost;;;;fighting;
tatsugiri-droopy;dragon,water;0.3 m;8 kg;commander or storm-drain;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10258.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10258.png;475;Unknown;pink;false;false;68;50;60;120;95;82;;fire,water;steel;grass,electric,ice;dragon,fairy;
tatsugiri-stretchy;dragon,water;0.3 m;8 kg;commander or storm-drain;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10259.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10259.png;475;Unknown;pink;false;false;68;50;60;120;95;82;;fire,water;steel;grass,electric,ice;dragon,fairy;
squawkabilly-blue-plumage;normal,flying;0.6 m;2.4 kg;intimidate or hustle or guts;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10260.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10260.png;417;Unknown;green;false;false;82;96;51;45;51;92;ghost,ground;;bug,grass;fighting;rock,electric,ice;
squawkabilly-yellow-plumage;normal,flying;0.6 m;2.4 kg;intimidate or hustle or sheer-force;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10261.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10261.png;417;Unknown;green;false;false;82;96;51;45;51;92;ghost,ground;;bug,grass;fighting;rock,electric,ice;
squawkabilly-white-plumage;normal,flying;0.6 m;2.4 kg;intimidate or hustle or sheer-force;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10262.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10262.png;417;Unknown;green;false;false;82;96;51;45;51;92;ghost,ground;;bug,grass;fighting;rock,electric,ice;
gimmighoul-roaming;ghost;0.1 m;1 kg;run-away or run-away;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10263.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10263.png;300;Unknown;brown;false;false;45;30;25;75;45;80;normal,fighting;;poison,bug;;ghost,dark;
koraidon-limited-build;fighting,dragon;3.5 m;303 kg;orichalcum-pulse or orichalcum-pulse;null;null;670;Unknown;red;true;false;100;135;115;85;100;135;;;rock,bug,dark,fire,water,grass,electric;;flying,psychic,ice,dragon;fairy
koraidon-sprinting-build;fighting,dragon;3.5 m;303 kg;orichalcum-pulse or orichalcum-pulse;null;null;670;Unknown;red;true;false;100;135;115;85;100;135;;;rock,bug,dark,fire,water,grass,electric;;flying,psychic,ice,dragon;fairy
koraidon-swimming-build;fighting,dragon;3.5 m;303 kg;orichalcum-pulse or orichalcum-pulse;null;null;670;Unknown;red;true;false;100;135;115;85;100;135;;;rock,bug,dark,fire,water,grass,electric;;flying,psychic,ice,dragon;fairy
koraidon-gliding-build;fighting,dragon;3.5 m;303 kg;orichalcum-pulse or orichalcum-pulse;null;null;670;Unknown;red;true;false;100;135;115;85;100;135;;;rock,bug,dark,fire,water,grass,electric;;flying,psychic,ice,dragon;fairy
miraidon-low-power-mode;electric,dragon;2.8 m;240 kg;hadron-engine or hadron-engine;null;null;670;Unknown;blue;true;false;100;85;100;135;115;135;;electric;flying,steel,fire,water,grass;;ground,ice,dragon,fairy;
miraidon-drive-mode;electric,dragon;2.8 m;240 kg;hadron-engine or hadron-engine;null;null;670;Unknown;blue;true;false;100;85;100;135;115;135;;electric;flying,steel,fire,water,grass;;ground,ice,dragon,fairy;
miraidon-aquatic-mode;electric,dragon;2.8 m;240 kg;hadron-engine or hadron-engine;null;null;670;Unknown;blue;true;false;100;85;100;135;115;135;;electric;flying,steel,fire,water,grass;;ground,ice,dragon,fairy;
miraidon-glide-mode;electric,dragon;2.8 m;240 kg;hadron-engine or hadron-engine;null;null;670;Unknown;blue;true;false;100;85;100;135;115;135;;electric;flying,steel,fire,water,grass;;ground,ice,dragon,fairy;
ursaluna-bloodmoon;ground,normal;2.4 m;290 kg;minds-eye;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10272.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10272.png;555;Unknown;brown;false;false;113;70;120;135;65;52;electric,ghost;;poison,rock;;water,grass,ice,fighting;
ogerpon-wellspring-mask;grass,water;1.2 m;39.8 kg;water-absorb;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10273.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10273.png;550;Unknown;green;true;false;80;120;84;60;96;110;;water;ground,steel;grass,electric,fire,ice;flying,poison,bug;
ogerpon-hearthflame-mask;grass,fire;1.2 m;39.8 kg;mold-breaker;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10274.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10274.png;550;Unknown;green;true;false;80;120;84;60;96;110;;grass;electric,steel,fairy;ground,water,bug,fire,ice;flying,poison,rock;
ogerpon-cornerstone-mask;grass,rock;1.2 m;39.8 kg;sturdy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10275.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10275.png;550;Unknown;green;true;false;80;120;84;60;96;110;;;electric,normal;ground,water,grass,flying,poison,fire;bug,ice,fighting,steel;
terapagos-terastal;normal;0.3 m;16 kg;tera-shell;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10276.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10276.png;600;Unknown;blue;true;false;95;95;110;105;110;85;ghost;;;;fighting;
terapagos-stellar;normal;1.7 m;77 kg;teraform-zero;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10277.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10277.png;600;Unknown;blue;true;false;95;95;110;105;110;85;ghost;;;;fighting;
